archivo,mejor_radio,area,filled_volume,num_atm
outputs.dump/key_area_14.dump,5,132.981659026949,196.08286634579068,33
outputs.dump/key_area_18.dump,7,114.23085017441352,166.61976275949448,29
outputs.dump/key_area_20.dump,6,108.33217364364764,167.0438072960303,28
outputs.dump/key_area_21.dump,3,87.19848300466825,123.58120110309473,25
outputs.dump/key_area_22.dump,3,79.79659851306987,115.39441270950726,24
outputs.dump/key_area_24.dump,3,69.04602859050046,102.94491355171789,24
outputs.dump/key_area_26.dump,3,69.26196490393772,101.10336816994766,24
outputs.dump/key_area_28.dump,9,72.93247615979271,111.75197746738982,23
outputs.dump/key_area_29.dump,7,72.48743985773466,117.15326936003478,23
outputs.dump/key_area_30.dump,9,73.86475682327044,105.87940534646815,23
outputs.dump/key_area_31.dump,4,73.99601055147386,104.36133015629457,23
outputs.dump/key_area_32.dump,7,69.01046612576454,96.41109965484952,23
outputs.dump/key_area_33.dump,3,65.4200890526647,96.74764964422286,22
outputs.dump/key_area_34.dump,3,63.51832575018619,97.48916467923293,22
outputs.dump/key_area_36.dump,3,57.185744571028096,101.50032321192538,21
outputs.dump/key_area_37.dump,6,76.67713660302175,122.26154618270665,21
outputs.dump/key_area_38.dump,8,62.38233476172003,114.66509601808357,21
outputs.dump/key_area_39.dump,3,51.80909312882784,80.9552834796849,20
outputs.dump/key_area_40.dump,4,55.8201775516471,91.909441330811,20
outputs.dump/key_area_41.dump,4,54.18094127733909,82.7987682500129,20
outputs.dump/key_area_42.dump,4,54.2864129131063,83.22551998359923,20
outputs.dump/key_area_43.dump,3,53.29388710540665,84.51429900365804,20
outputs.dump/key_area_44.dump,3,53.372063405230115,82.40468215475794,20
outputs.dump/key_area_45.dump,3,54.580608236910386,84.01953003683485,20
outputs.dump/key_area_48.dump,3,49.042945554519065,80.26855837093935,19
outputs.dump/key_area_49.dump,4,39.879170361976335,71.50836750575618,18
outputs.dump/key_area_50.dump,6,40.23594591985132,73.20431731606115,18
outputs.dump/key_area_51.dump,4,40.12079670569361,70.43958482979615,18
outputs.dump/key_area_52.dump,5,41.0221514817947,71.06042372529856,18
outputs.dump/key_area_53.dump,4,39.783361809968646,73.54523541217011,18
outputs.dump/key_area_54.dump,3,39.68042632792687,71.12066747112594,18
outputs.dump/key_area_56.dump,4,39.92841602311285,73.24273043342184,18
outputs.dump/key_area_57.dump,9,39.40747111508357,68.18753092592434,18
outputs.dump/key_area_58.dump,6,34.04269070738394,65.6841603684057,17
outputs.dump/key_area_61.dump,9,26.558634441634666,65.22689146289355,16
outputs.dump/key_area_62.dump,5,27.136678181031776,60.51418785278566,16
outputs.dump/key_area_63.dump,7,29.771784466672244,63.35779943758043,16
outputs.dump/key_area_65.dump,5,21.208327232265464,55.07302113401773,15
outputs.dump/key_area_66.dump,8,20.64903992788344,48.79357494855841,15
outputs.dump/key_area_69.dump,5,18.211602191261868,53.212662402741415,14
outputs.dump/key_area_70.dump,5,19.10331768077422,60.403902204763774,14
